run_id,dataset_key,dataset_name,target_column,scenario_family,missingness_type,mcar_scope,mar_dependency_column,mnar_driver_column,mcar_global_excluded_columns,rate_pct,seed,method_family,method_key,method_name,model_key,model_name,include_in_primary_leaderboard,include_in_secondary_full_matrix
R000285,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,303,classical,mice,MICE,,,True,False
R000286,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,303,classical,missforest,MissForest,,,True,False
R000292,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,404,classical,dae,DAE,,,True,False
R000288,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000289,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,404,classical,medianmode,Median/Mode,,,True,False
R000290,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,404,classical,mice,MICE,,,True,False
R000291,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,404,classical,missforest,MissForest,,,True,False
R000297,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,505,classical,dae,DAE,,,True,False
R000293,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000294,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,505,classical,medianmode,Median/Mode,,,True,False
R000295,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,505,classical,mice,MICE,,,True,False
R000296,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,10,505,classical,missforest,MissForest,,,True,False
R000311,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,42,classical,dae,DAE,,,True,False
R000307,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,42,classical,meanmode,Mean/Mode,,,True,False
R000308,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,42,classical,medianmode,Median/Mode,,,True,False
R000309,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,42,classical,mice,MICE,,,True,False
R000310,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,42,classical,missforest,MissForest,,,True,False
R000316,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,202,classical,dae,DAE,,,True,False
R000312,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000313,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,202,classical,medianmode,Median/Mode,,,True,False
R000314,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,202,classical,mice,MICE,,,True,False
R000315,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,202,classical,missforest,MissForest,,,True,False
R000321,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,303,classical,dae,DAE,,,True,False
R000317,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,303,classical,meanmode,Mean/Mode,,,True,False
R000318,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,303,classical,medianmode,Median/Mode,,,True,False
R000319,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,303,classical,mice,MICE,,,True,False
R000320,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,303,classical,missforest,MissForest,,,True,False
R000326,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,404,classical,dae,DAE,,,True,False
R000322,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,404,classical,meanmode,Mean/Mode,,,True,False
R000323,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,404,classical,medianmode,Median/Mode,,,True,False
R000324,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,404,classical,mice,MICE,,,True,False
R000325,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,404,classical,missforest,MissForest,,,True,False
R000331,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,505,classical,dae,DAE,,,True,False
R000327,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,505,classical,meanmode,Mean/Mode,,,True,False
R000328,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,505,classical,medianmode,Median/Mode,,,True,False
R000329,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,505,classical,mice,MICE,,,True,False
R000330,statlog,German Statlog,X2,MAR_TARGET,MAR,target,X5,,,15,505,classical,missforest,MissForest,,,True,False
R000345,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,classical,dae,DAE,,,True,False
R000341,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,classical,meanmode,Mean/Mode,,,True,False
R000342,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,classical,medianmode,Median/Mode,,,True,False
R000343,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,classical,mice,MICE,,,True,False
R000344,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,classical,missforest,MissForest,,,True,False
R000350,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,202,classical,dae,DAE,,,True,False
R000346,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,202,classical,meanmode,Mean/Mode,,,True,False
R000347,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,202,classical,medianmode,Median/Mode,,,True,False
R000348,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,202,classical,mice,MICE,,,True,False
R000349,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,202,classical,missforest,MissForest,,,True,False
R000355,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,303,classical,dae,DAE,,,True,False
R000351,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,303,classical,meanmode,Mean/Mode,,,True,False
R000352,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,303,classical,medianmode,Median/Mode,,,True,False
R000353,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,303,classical,mice,MICE,,,True,False
R000354,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,303,classical,missforest,MissForest,,,True,False
R000360,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,404,classical,dae,DAE,,,True,False
R000356,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000357,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,404,classical,medianmode,Median/Mode,,,True,False
R000358,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,404,classical,mice,MICE,,,True,False
R000359,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,404,classical,missforest,MissForest,,,True,False
R000365,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,505,classical,dae,DAE,,,True,False
R000361,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000362,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,505,classical,medianmode,Median/Mode,,,True,False
R000363,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,505,classical,mice,MICE,,,True,False
R000364,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,505,classical,missforest,MissForest,,,True,False
R000379,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,dae,DAE,,,True,False
R000375,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,meanmode,Mean/Mode,,,True,False
R000376,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,medianmode,Median/Mode,,,True,False
R000377,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,mice,MICE,,,True,False
R000378,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,missforest,MissForest,,,True,False
R000384,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,dae,DAE,,,True,False
R000380,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000381,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,medianmode,Median/Mode,,,True,False
R000382,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,mice,MICE,,,True,False
R000383,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,missforest,MissForest,,,True,False
R000389,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,dae,DAE,,,True,False
R000385,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,meanmode,Mean/Mode,,,True,False
R000386,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,medianmode,Median/Mode,,,True,False
R000387,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,mice,MICE,,,True,False
R000388,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,missforest,MissForest,,,True,False
R000394,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,dae,DAE,,,True,False
R000390,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,meanmode,Mean/Mode,,,True,False
R000391,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,medianmode,Median/Mode,,,True,False
R000392,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,mice,MICE,,,True,False
R000393,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,missforest,MissForest,,,True,False
R000399,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,dae,DAE,,,True,False
R000395,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,meanmode,Mean/Mode,,,True,False
R000396,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,medianmode,Median/Mode,,,True,False
R000397,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,mice,MICE,,,True,False
R000398,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,missforest,MissForest,,,True,False
R000413,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,dae,DAE,,,True,False
R000409,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,meanmode,Mean/Mode,,,True,False
R000410,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,medianmode,Median/Mode,,,True,False
R000411,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,mice,MICE,,,True,False
R000412,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,missforest,MissForest,,,True,False
R000418,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,dae,DAE,,,True,False
R000414,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,meanmode,Mean/Mode,,,True,False
R000415,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,medianmode,Median/Mode,,,True,False
R000416,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,mice,MICE,,,True,False
R000417,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,missforest,MissForest,,,True,False
R000423,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,dae,DAE,,,True,False
R000419,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,meanmode,Mean/Mode,,,True,False
R000420,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,medianmode,Median/Mode,,,True,False
R000421,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,mice,MICE,,,True,False
R000422,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,missforest,MissForest,,,True,False
R000428,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,dae,DAE,,,True,False
R000424,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000425,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,medianmode,Median/Mode,,,True,False
R000426,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,mice,MICE,,,True,False
R000427,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,missforest,MissForest,,,True,False
R000433,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,dae,DAE,,,True,False
R000429,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000430,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,medianmode,Median/Mode,,,True,False
R000431,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,mice,MICE,,,True,False
R000432,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,missforest,MissForest,,,True,False
R000447,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,dae,DAE,,,True,False
R000443,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,meanmode,Mean/Mode,,,True,False
R000444,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,medianmode,Median/Mode,,,True,False
R000445,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,mice,MICE,,,True,False
R000446,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,missforest,MissForest,,,True,False
R000452,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,dae,DAE,,,True,False
R000448,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000449,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,medianmode,Median/Mode,,,True,False
R000450,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,mice,MICE,,,True,False
R000451,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,missforest,MissForest,,,True,False
R000457,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,dae,DAE,,,True,False
R000453,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,meanmode,Mean/Mode,,,True,False
R000454,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,medianmode,Median/Mode,,,True,False
R000455,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,mice,MICE,,,True,False
R000456,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,missforest,MissForest,,,True,False
R000462,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,dae,DAE,,,True,False
R000458,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,meanmode,Mean/Mode,,,True,False
R000459,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,medianmode,Median/Mode,,,True,False
R000460,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,mice,MICE,,,True,False
R000461,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,missforest,MissForest,,,True,False
R000467,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,dae,DAE,,,True,False
R000463,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,meanmode,Mean/Mode,,,True,False
R000464,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,medianmode,Median/Mode,,,True,False
R000465,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,mice,MICE,,,True,False
R000466,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,missforest,MissForest,,,True,False
R000481,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,dae,DAE,,,True,False
R000477,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,meanmode,Mean/Mode,,,True,False
R000478,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,medianmode,Median/Mode,,,True,False
R000479,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,mice,MICE,,,True,False
R000480,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,missforest,MissForest,,,True,False
R000486,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,dae,DAE,,,True,False
R000482,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,meanmode,Mean/Mode,,,True,False
R000483,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,medianmode,Median/Mode,,,True,False
R000484,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,mice,MICE,,,True,False
R000485,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,missforest,MissForest,,,True,False
R000491,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,dae,DAE,,,True,False
R000487,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,meanmode,Mean/Mode,,,True,False
R000488,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,medianmode,Median/Mode,,,True,False
R000489,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,mice,MICE,,,True,False
R000490,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,missforest,MissForest,,,True,False
R000496,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,dae,DAE,,,True,False
R000492,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,meanmode,Mean/Mode,,,True,False
R000493,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,medianmode,Median/Mode,,,True,False
R000494,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,mice,MICE,,,True,False
R000495,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,missforest,MissForest,,,True,False
R000501,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,dae,DAE,,,True,False
R000497,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,meanmode,Mean/Mode,,,True,False
R000498,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,medianmode,Median/Mode,,,True,False
R000499,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,mice,MICE,,,True,False
R000500,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,missforest,MissForest,,,True,False
R000515,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,dae,DAE,,,True,False
R000511,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,meanmode,Mean/Mode,,,True,False
R000512,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,medianmode,Median/Mode,,,True,False
R000513,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,mice,MICE,,,True,False
R000514,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,missforest,MissForest,,,True,False
R000520,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,dae,DAE,,,True,False
R000516,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,meanmode,Mean/Mode,,,True,False
R000517,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,medianmode,Median/Mode,,,True,False
R000518,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,mice,MICE,,,True,False
R000519,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,missforest,MissForest,,,True,False
R000525,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,dae,DAE,,,True,False
R000521,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,meanmode,Mean/Mode,,,True,False
R000522,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,medianmode,Median/Mode,,,True,False
R000523,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,mice,MICE,,,True,False
R000524,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,missforest,MissForest,,,True,False
R000530,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,dae,DAE,,,True,False
R000526,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,meanmode,Mean/Mode,,,True,False
R000527,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,medianmode,Median/Mode,,,True,False
R000528,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,mice,MICE,,,True,False
R000529,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,missforest,MissForest,,,True,False
R000535,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,dae,DAE,,,True,False
R000531,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,meanmode,Mean/Mode,,,True,False
R000532,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,medianmode,Median/Mode,,,True,False
R000533,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,mice,MICE,,,True,False
R000534,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,missforest,MissForest,,,True,False
R000549,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,dae,DAE,,,True,False
R000545,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,meanmode,Mean/Mode,,,True,False
R000546,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,medianmode,Median/Mode,,,True,False
R000547,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,mice,MICE,,,True,False
R000548,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,missforest,MissForest,,,True,False
R000554,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,dae,DAE,,,True,False
R000550,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,meanmode,Mean/Mode,,,True,False
R000551,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,medianmode,Median/Mode,,,True,False
R000552,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,mice,MICE,,,True,False
R000553,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,missforest,MissForest,,,True,False
R000559,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,dae,DAE,,,True,False
R000555,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,meanmode,Mean/Mode,,,True,False
R000556,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,medianmode,Median/Mode,,,True,False
R000557,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,mice,MICE,,,True,False
R000558,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,missforest,MissForest,,,True,False
R000564,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,dae,DAE,,,True,False
R000560,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000561,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,medianmode,Median/Mode,,,True,False
R000562,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,mice,MICE,,,True,False
R000563,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,missforest,MissForest,,,True,False
R000569,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,dae,DAE,,,True,False
R000565,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000566,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,medianmode,Median/Mode,,,True,False
R000567,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,mice,MICE,,,True,False
R000568,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,missforest,MissForest,,,True,False
R000583,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,42,classical,dae,DAE,,,True,False
R000579,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,42,classical,meanmode,Mean/Mode,,,True,False
R000580,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,42,classical,medianmode,Median/Mode,,,True,False
R000581,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,42,classical,mice,MICE,,,True,False
R000582,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,42,classical,missforest,MissForest,,,True,False
R000588,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,202,classical,dae,DAE,,,True,False
R000584,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000585,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,202,classical,medianmode,Median/Mode,,,True,False
R000586,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,202,classical,mice,MICE,,,True,False
R000587,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,15,202,classical,missforest,MissForest,,,True,False
